##Deleted a large header, all lines starting with ##																																																																																									
#CHROM	POS	INFO	FORMAT	Cf.Sfa.003	Cf.Sfa.004	Cf.Sfa.005	Cf.Sfa.006	Cf.Sfa.007	Cf.Sfa.008	Cf.Sfa.009	Cf.Sfa.010	Cf.Sfa.011	Cf.Sfa.012	Cf.Sfa.013	Cf.Sfa.014	Cf.Sfa.028	Cf.Sfa.029	Cf.Sfa.030	Cf.Sfa.031	Cf.Sfa.032	Cf.Sfa.033	Cf.Sfa.003	Cf.Sfa.004	Cf.Sfa.007	Cf.Sfa.011	Cf.Sfa.012	Cf.Sfa.013	Cf.Sfa.014	Cf.Gai.001	Cf.Gai.003	Cf.Gai.004	Cf.Gai.006	Cf.Gai.007	Cf.Gai.008	Cf.Gai.002	Cf.Gai.003	Cf.Gai.004	Cf.Gai.005	Cf.Gai.006	Cf.Gai.007	Cf.Gai.008	Cf.Gai.009	Cf.Gai.010	Cf.Gai.011	Cf.Gai.012	Cf.Gai.013	Cf.Gai.014	Cf.Gai.016	Cf.Gai.017	Cf.Gai.019	Cf.Gai.023	Cf.Gai.024	Cf.Gai.025	Cf.Gai.027	Cf.Sfa.001	Cf.Sfa.002	Cf.Sfa.012	Cf.Sfa.013	Cf.Sfa.017	Cf.Sfa.027	Cf.Sfa.030	Cf.Sfa.033	Cf.Sfa.036	Cf.Sfa.037	Cf.Sfa.038	Cf.Sfa.040	Cf.Sfa.041	Cf.Sfa.042	Cf.Sfa.043	Cf.Sfa.045	Cf.Sfa.046	Cf.Sfa.048	Cf.Sfa.050	Cf.Sfa.052	Cf.Sfa.058	Cf.Sfa.064	Cf.Sfa.067	Cf.Sfa.074	Cf.Sfa.077	Cf.Sfa.080	Cf.Sfa.084	Cf.Sfa.089	Cf.Sfa.090	Cf.Sfa.092	Cf.Sfa.093	Cf.Sfa.017	Cf.Sfa.019	Cf.Gai.020	Cf.Gai.021
Contig1148	14	DeletedStuff	GT:AD:DP:GQ:PL	NA	3,0	1,0	NA	1,0	1,0	1,0	2,0	3,0	1,0	NA	NA	2,0	1,0	NA	1,0	5,0	3,0	NA	NA	1,0	3,0	1,0	2,0	2,0	1,0	2,0	1,0	NA	2,0	3,0	1,0	3,0	3,0	3,0	2,0	4,0	NA	3,0	3,0	2,0	2,0	2,0	3,0	1,0	1,0	NA	1,0	2,0	2,0	NA	2,0	2,0	6,0	NA	NA	4,0	4,0	5,0	1,0	2,0	2,0	3,0	4,0	NA	NA	3,0	4,0	NA	NA	1,0	NA	NA	NA	NA	1,0	3,0	2,0	1,0	3,0	1,0	NA	9,0	5,0	4,0	2,0
Contig1211	43	DeletedStuff	GT:AD:DP:GQ:PL	4,0	NA	1,0	1,0	2,0	2,0	NA	NA	3,0	5,0	1,0	3,0	1,0	2,0	2,0	4,0	3,0	1,0	4,0	NA	NA	4,0	3,0	1,0	2,0	1,0	NA	NA	NA	1,0	1,0	2,0	NA	3,0	2,0	3,0	3,0	1,0	2,0	1,0	1,0	1,0	3,0	2,0	2,0	1,0	3,0	2,0	3,0	NA	1,0	3,0	2,0	1,0	9,0	4,0	4,0	3,0	3,0	1,0	NA	3,0	1,0	1,0	3,0	4,0	2,0	3,0	2,0	4,0	2,0	2,0	NA	1,0	NA	5,0	NA	1,0	6,0	1,0	3,0	2,0	1,0	4,0	2,0	1,0
Contig1260	23	DeletedStuff	GT:AD:DP:GQ:PL	1,0	NA	7,0	8,0	4,0	5,0	2,0	1,0	3,0	2,0	2,0	2,0	3,0	3,0	7,0	7,0	6,0	3,0	1,0	3,0	3,0	2,0	3,0	1,3	2,1	3,0	2,0	2,0	3,0	2,0	3,0	1,2	2,0	5,0	10,0	3,0	2,0	1,0	NA	1,0	10,0	3,0	2,0	3,0	10,0	6,0	1,0	3,0	8,0	1,0	6,0	1,0	3,0	4,2	1,1	3,0	2,0	1,0	5,0	4,0	2,0	7,0	7,0	2,0	2,0	2,2	1,1	3,0	3,0	3,0	2,0	4,0	4,0	3,0	2,0	3,0	1,2	5,0	8,0	1,0	2,0	2,0	6,0	7,0	1,0	5,0
Contig1260	45	DeletedStuff	GT:AD:DP:GQ:PL	1,0	NA	7,0	8,0	4,0	5,0	2,0	1,0	3,0	2,0	2,0	2,0	3,0	3,0	7,0	7,0	6,0	3,0	1,0	3,0	3,0	2,0	3,0	4,0	3,0	3,0	2,0	2,0	3,0	2,0	3,0	3,0	2,0	5,0	10,0	3,0	2,0	1,0	NA	1,0	10,0	3,0	2,0	3,0	10,0	6,0	1,0	3,0	8,0	1,0	6,0	1,0	3,0	6,0	2,0	3,0	2,0	1,0	5,0	4,0	2,0	7,0	7,0	2,0	2,0	4,0	2,0	3,0	3,0	3,0	2,0	4,0	4,0	3,0	2,0	3,0	3,0	5,0	8,0	1,0	2,0	2,0	6,0	7,0	1,0	5,0
Contig1344	14	DeletedStuff	GT:AD:DP:GQ:PL	5,0	NA	NA	NA	3,0	1,0	3,0	1,0	NA	1,0	1,0	3,0	1,0	1,0	1,0	1,0	2,0	2,0	NA	1,0	2,0	1,0	4,0	2,0	NA	2,0	2,0	2,0	NA	1,0	NA	NA	1,0	3,0	NA	3,0	5,0	2,0	3,0	NA	1,0	2,0	2,0	2,0	2,0	1,0	5,0	2,1	2,0	1,0	2,0	3,0	3,0	1,0	1,0	1,0	2,0	NA	1,0	1,0	NA	NA	2,0	NA	4,0	1,0	2,0	2,0	4,0	1,0	5,0	NA	1,0	1,0	2,0	1,0	NA	3,0	NA	1,0	NA	1,0	NA	NA	NA	1,0
Contig1344	37	DeletedStuff	GT:AD:DP:GQ:PL	5,0	NA	NA	NA	3,0	1,0	3,0	1,0	NA	1,0	1,0	3,0	1,0	1,0	1,0	1,0	2,0	2,0	NA	1,0	2,0	1,0	4,0	2,0	NA	2,0	2,0	2,0	NA	1,0	NA	NA	1,0	3,0	NA	3,0	5,0	2,0	3,0	NA	1,0	2,0	2,0	2,0	2,0	NA	5,0	3,0	2,0	1,0	2,0	3,0	3,0	1,0	1,0	1,0	2,0	NA	1,0	1,0	NA	NA	2,0	NA	4,0	1,0	2,0	2,0	4,0	1,0	5,0	NA	1,0	1,0	2,0	1,0	NA	3,0	NA	1,0	NA	1,0	NA	NA	NA	1,0
Contig1371	6	DeletedStuff	GT:AD:DP:GQ:PL	3,0	3,0	3,0	3,0	1,0	1,0	1,0	3,0	0,3	2,0	4,0	4,0	4,0	5,0	NA	1,0	4,0	4,0	1,0	3,0	3,0	2,0	1,0	2,0	2,0	0,5	NA	1,0	1,1	2,1	3,0	NA	3,0	NA	2,0	2,0	2,0	4,0	2,0	NA	NA	2,0	2,0	3,0	4,2	0,1	0,1	2,0	3,0	1,0	1,0	2,0	NA	2,0	1,0	2,0	3,0	NA	5,0	1,0	1,0	2,0	4,0	2,0	0,1	2,0	NA	3,0	NA	1,0	2,0	1,0	2,2	NA	2,0	2,0	1,0	3,0	1,0	4,0	2,0	1,0	3,0	1,0	2,0	6,0
Contig1371	39	DeletedStuff	GT:AD:DP:GQ:PL	3,0	3,0	3,0	3,0	1,0	1,0	1,0	3,0	3,0	2,0	4,0	4,0	4,0	5,0	NA	1,0	4,0	4,0	1,0	3,0	3,0	2,0	1,0	2,0	2,0	5,0	NA	1,0	2,0	3,0	3,0	NA	3,0	NA	2,0	2,0	2,0	4,0	2,0	NA	NA	2,0	2,0	3,0	6,0	1,0	1,0	2,0	3,0	1,0	1,0	2,0	NA	2,0	1,0	2,0	3,0	NA	5,0	1,0	1,0	2,0	4,0	2,0	1,0	2,0	NA	3,0	NA	1,0	2,0	1,0	4,0	NA	2,0	2,0	1,0	3,0	1,0	4,0	2,0	1,0	3,0	1,0	2,0	6,0
Contig1390	67	DeletedStuff	GT:AD:DP:GQ:PL	2,0	3,0	NA	3,0	3,0	NA	3,0	1,0	NA	NA	NA	2,0	2,0	NA	2,0	1,0	2,0	1,0	NA	3,0	2,0	3,0	2,0	2,0	1,0	4,0	2,0	NA	3,0	2,0	NA	2,0	2,0	1,0	1,0	1,0	3,0	1,0	3,0	NA	2,0	2,0	1,0	NA	NA	1,0	NA	1,0	1,0	NA	4,0	1,0	1,0	1,0	2,0	1,0	1,0	2,0	2,0	1,0	1,0	NA	2,0	NA	NA	4,0	1,0	NA	5,0	2,0	3,0	3,0	2,0	2,0	NA	NA	1,0	3,0	1,0	2,0	2,0	1,0	2,0	2,0	NA	1,0
Contig1402	43	DeletedStuff	GT:AD:DP:GQ:PL	0,2	1,1	2,0	2,0	2,0	2,0	NA	1,0	NA	NA	4,0	1,0	NA	0,1	1,0	NA	5,0	2,0	4,0	NA	0,5	6,0	4,0	4,0	3,0	2,0	1,0	2,0	NA	3,0	2,0	1,0	3,0	2,0	2,0	3,0	NA	1,0	5,0	1,0	NA	2,0	5,0	NA	3,0	6,0	1,0	2,0	7,0	3,0	3,0	4,0	2,0	2,0	0,2	4,0	2,0	1,0	3,0	NA	NA	3,0	1,0	1,0	1,0	1,0	2,0	4,0	2,0	NA	3,0	2,0	4,0	2,0	2,0	NA	3,0	1,1	1,0	1,0	1,0	2,0	NA	1,0	1,0	4,0
Contig1488	62	DeletedStuff	GT:AD:DP:GQ:PL	2,0	2,0	2,0	4,0	NA	7,0	7,0	2,0	1,0	1,0	1,0	2,0	4,0	1,0	2,0	2,0	5,0	6,0	4,0	3,0	NA	6,0	1,0	4,0	2,0	3,0	1,0	5,0	NA	1,0	2,0	1,0	1,0	1,0	1,0	2,0	4,0	5,0	4,0	NA	6,0	2,0	2,0	2,0	4,0	4,0	5,0	5,0	2,0	2,0	1,0	2,0	2,0	5,0	1,0	NA	NA	NA	2,0	4,0	2,0	4,0	4,0	4,0	3,0	1,0	1,0	3,0	2,0	1,0	1,0	5,0	3,0	7,0	2,0	7,0	3,0	3,0	3,0	1,0	1,0	2,0	1,0	3,0	NA	1,0
Contig1504	39	DeletedStuff	GT:AD:DP:GQ:PL	2,0	3,0	8,0	1,0	4,0	4,0	1,0	1,0	NA	NA	5,0	NA	4,0	2,0	5,0	3,0	6,0	NA	3,1	4,0	3,0	2,0	5,0	NA	4,0	NA	NA	2,0	1,0	2,1	5,0	3,0	4,0	5,0	4,0	4,0	3,0	6,0	NA	2,0	NA	1,0	5,0	7,0	2,0	NA	3,0	2,0	4,0	1,0	4,0	6,0	2,0	3,0	4,0	4,0	9,0	1,0	3,0	NA	3,0	1,0	1,0	1,5	6,0	1,0	NA	4,0	3,0	2,0	4,0	2,0	7,0	2,0	0,1	2,0	2,0	2,0	NA	2,0	4,0	1,0	1,0	2,0	NA	NA
Contig1519	20	DeletedStuff	GT:AD:DP:GQ:PL	1,0	1,0	3,0	NA	4,0	5,0	5,0	4,0	1,0	2,0	3,0	1,0	3,0	6,0	3,0	3,0	3,0	5,0	2,0	3,0	6,0	1,0	5,0	6,0	6,0	NA	3,0	2,0	5,0	1,0	3,0	2,0	NA	6,0	6,0	8,0	4,0	3,0	NA	2,0	2,0	5,0	3,0	3,0	2,0	2,0	5,0	3,0	4,0	4,0	3,0	1,0	4,0	4,0	4,0	2,0	5,0	7,0	7,0	2,0	NA	NA	4,0	7,0	8,0	7,0	4,0	1,0	1,0	1,0	6,0	3,0	3,0	2,0	1,0	1,0	1,0	7,0	3,0	5,0	NA	4,0	3,0	1,0	1,0	3,0
Contig1579	3	DeletedStuff	GT:AD:DP:GQ:PL	3,0	2,2	3,0	4,0	2,1	3,0	9,0	5,0	NA	1,0	2,0	2,0	2,0	6,0	3,1	6,0	7,0	3,0	NA	7,0	3,1	7,0	4,0	5,0	1,1	4,0	2,0	1,2	4,0	3,0	2,0	1,0	5,0	5,0	3,0	6,0	5,0	1,0	2,2	2,1	5,0	5,0	2,0	3,0	7,0	3,0	2,0	3,1	4,0	5,0	1,4	4,0	5,0	0,2	1,1	3,5	5,2	6,0	1,1	NA	6,0	NA	8,0	3,2	3,0	1,0	NA	4,0	2,0	5,0	6,0	2,0	3,0	5,0	NA	2,0	4,0	2,0	5,0	6,0	4,0	4,0	0,1	2,0	NA	1,0
Contig1579	11	DeletedStuff	GT:AD:DP:GQ:PL	0,3	2,2	0,3	0,4	1,2	0,3	9,0	0,5	NA	0,1	1,1	0,2	0,2	0,6	4,0	0,6	0,7	0,3	NA	0,6	1,3	0,7	0,4	0,5	1,1	0,4	0,2	3,0	0,4	0,3	2,0	0,1	0,5	0,5	0,3	2,4	0,5	0,1	2,2	3,0	0,5	0,5	2,0	0,3	0,7	0,3	0,2	1,3	0,4	5,0	4,1	0,4	5,0	2,0	1,1	5,3	2,5	0,6	1,1	NA	0,6	NA	0,8	2,3	0,3	0,1	NA	1,3	2,0	4,1	0,6	0,2	0,3	2,3	NA	0,2	0,4	0,2	2,3	4,2	2,2	0,4	1,0	0,2	NA	0,1
Contig1581	23	DeletedStuff	GT:AD:DP:GQ:PL	2,0	4,0	4,0	9,0	3,0	6,0	6,0	3,0	4,0	2,0	5,0	3,0	1,0	1,0	1,0	1,0	3,0	5,0	3,0	7,0	3,0	2,0	6,0	3,0	4,0	2,0	4,0	2,0	3,0	1,0	10,0	4,0	2,0	6,0	1,0	NA	7,0	6,0	5,0	1,0	1,0	2,0	2,0	4,0	6,0	7,0	6,0	2,0	2,0	2,0	3,0	3,0	5,0	8,0	5,0	3,0	8,0	8,0	NA	6,0	3,0	3,0	3,0	7,0	4,0	4,0	2,0	6,0	3,0	1,0	6,0	3,0	7,0	NA	3,0	2,0	9,0	4,0	2,0	1,0	2,0	2,0	NA	3,0	NA	2,0
Contig1581	69	DeletedStuff	GT:AD:DP:GQ:PL	2,0	4,0	4,0	0,9	1,2	6,0	5,1	1,2	2,2	0,2	0,5	0,3	1,0	1,0	0,1	1,0	3,0	5,0	2,1	0,7	0,3	1,1	4,2	0,3	0,4	0,2	3,1	1,1	3,0	1,0	0,10	0,4	2,0	6,0	1,0	NA	7,0	3,3	0,5	1,0	1,0	2,0	1,1	1,3	6,0	1,6	6,0	2,0	0,2	0,2	0,3	2,1	5,0	8,0	3,2	1,2	1,7	4,4	NA	6,0	3,0	2,1	3,0	7,0	0,4	2,2	1,1	2,4	2,1	0,1	6,0	3,0	6,1	NA	1,2	2,0	0,9	2,2	1,1	0,1	0,2	2,0	NA	1,2	NA	0,2
Contig1590	72	DeletedStuff	GT:AD:DP:GQ:PL	1,0	1,0	1,0	1,0	3,0	2,0	NA	2,0	1,0	1,1	2,0	1,0	2,0	1,0	NA	3,0	5,0	3,0	1,2	2,0	1,0	5,0	3,0	2,0	3,0	3,0	2,0	2,0	1,0	3,0	4,0	1,0	3,0	5,0	3,0	2,2	2,0	2,0	3,0	1,0	2,0	NA	2,0	0,1	5,0	NA	2,0	2,0	2,0	1,0	2,0	NA	1,0	1,0	NA	NA	NA	NA	NA	1,2	1,0	NA	3,0	3,0	1,1	5,0	1,1	2,0	2,0	0,1	1,0	2,0	1,0	NA	NA	NA	NA	1,0	2,1	NA	NA	3,0	NA	1,0	NA	1,1
Contig1621	48	DeletedStuff	GT:AD:DP:GQ:PL	2,0	3,0	6,0	7,0	3,0	1,0	2,0	NA	2,0	4,0	5,0	NA	NA	NA	1,0	4,0	3,0	NA	2,0	NA	4,0	2,0	2,0	NA	4,0	5,0	3,0	1,0	NA	5,0	3,0	1,0	1,0	1,0	2,0	1,0	1,0	1,0	1,0	2,0	3,0	3,0	2,0	3,0	7,0	4,0	5,0	3,0	2,0	2,0	4,0	1,0	NA	5,0	1,0	2,0	2,0	6,0	3,0	3,0	3,0	6,0	1,0	1,0	3,0	5,0	4,0	4,0	2,0	1,0	5,0	2,0	NA	5,0	NA	2,0	6,0	1,0	7,0	4,0	1,0	3,0	1,0	4,0	NA	5,0
Contig1639	10	DeletedStuff	GT:AD:DP:GQ:PL	5,0	1,0	3,0	NA	1,0	2,0	NA	2,0	1,0	2,0	NA	2,0	5,0	NA	2,0	1,0	3,0	2,0	1,0	2,0	NA	1,0	2,0	3,0	1,0	NA	1,0	2,0	3,0	NA	NA	NA	NA	3,0	6,0	2,0	NA	2,0	NA	NA	3,0	2,0	2,0	2,0	NA	1,0	3,0	3,0	2,0	NA	2,0	1,0	1,0	2,0	7,0	3,0	NA	1,0	3,0	NA	NA	1,0	1,0	4,0	3,0	1,0	2,0	NA	2,0	2,0	NA	1,0	NA	NA	1,0	3,0	NA	3,0	2,0	1,0	1,0	2,0	NA	1,0	2,0	1,0
Contig1642	40	DeletedStuff	GT:AD:DP:GQ:PL	3,0	3,0	4,0	1,0	2,0	NA	2,0	3,0	2,0	3,0	1,0	NA	2,0	1,0	5,0	6,0	5,0	3,0	4,0	2,0	7,0	2,0	4,0	4,0	4,0	5,0	6,0	2,0	4,0	3,0	2,0	2,0	3,0	3,0	2,0	NA	3,0	2,0	2,0	2,0	3,0	4,0	3,0	4,0	4,0	2,0	3,0	2,0	5,0	2,0	NA	3,0	4,0	3,0	1,0	10,0	2,0	2,0	2,0	1,0	NA	4,0	4,0	2,0	12,0	3,0	2,0	2,0	4,0	4,0	3,0	1,0	5,0	5,0	NA	4,0	8,0	1,0	3,0	2,0	4,0	5,0	9,0	3,0	1,0	1,0
Contig1642	77	DeletedStuff	GT:AD:DP:GQ:PL	3,0	3,0	4,0	1,0	2,0	NA	2,0	3,0	2,0	3,0	1,0	NA	2,0	1,0	5,0	6,0	5,0	3,0	4,0	2,0	7,0	2,0	4,0	4,0	4,0	5,0	6,0	2,0	4,0	3,0	2,0	2,0	3,0	3,0	2,0	NA	3,0	2,0	2,0	2,0	3,0	4,0	3,0	4,0	4,0	2,0	3,0	2,0	5,0	2,0	NA	3,0	4,0	3,0	1,0	10,0	2,0	2,0	2,0	1,0	NA	4,0	4,0	2,0	12,0	3,0	2,0	2,0	4,0	4,0	3,0	1,0	5,0	5,0	NA	4,0	8,0	1,0	3,0	2,0	4,0	5,0	9,0	3,0	1,0	1,0
Contig1658	82	DeletedStuff	GT:AD:DP:GQ:PL	1,0	2,0	5,0	3,0	3,0	5,0	3,0	3,0	3,0	3,0	6,0	2,0	NA	NA	3,0	2,0	4,0	4,0	5,0	3,0	4,0	2,0	7,0	6,0	3,0	8,0	5,0	6,0	NA	2,0	1,0	4,0	2,0	3,0	4,0	2,0	4,0	7,0	4,0	1,0	3,0	4,0	11,0	2,0	2,0	1,0	2,0	1,0	2,0	NA	3,0	7,0	1,0	3,0	5,0	3,0	2,0	3,0	1,0	1,0	1,0	3,0	4,0	3,0	2,0	1,0	2,0	3,0	1,0	1,0	7,0	3,0	4,0	6,0	NA	3,0	1,0	3,0	2,0	1,0	NA	5,0	3,0	8,0	NA	NA
Contig1719	3	DeletedStuff	GT:AD:DP:GQ:PL	1,0	3,0	3,0	1,0	NA	1,0	4,0	2,0	1,0	2,0	NA	2,0	3,0	1,0	3,0	NA	2,0	3,0	2,0	2,0	1,0	4,0	2,0	2,0	5,0	NA	4,0	3,0	4,0	NA	2,0	1,0	4,0	1,0	2,0	2,0	2,0	4,0	NA	3,0	5,0	2,0	NA	1,0	1,0	NA	1,0	2,0	NA	2,0	2,0	5,0	1,0	NA	2,0	3,0	1,0	2,0	1,0	1,0	1,0	2,0	1,0	2,0	1,0	1,0	1,0	3,0	1,0	NA	2,0	2,0	6,0	1,0	1,0	2,0	1,0	NA	1,0	2,0	NA	NA	2,0	3,0	NA	2,0
Contig1741	34	DeletedStuff	GT:AD:DP:GQ:PL	1,0	2,0	3,0	NA	1,0	10,0	2,0	2,0	NA	NA	2,0	2,0	4,0	1,0	1,0	3,0	3,0	1,0	2,0	NA	1,0	NA	3,0	NA	1,0	2,0	4,0	4,0	6,0	2,0	1,0	NA	4,0	5,0	NA	2,0	6,0	4,0	1,0	2,0	9,0	3,0	7,0	5,0	4,0	3,0	NA	4,0	3,0	1,0	3,0	6,0	1,0	4,0	4,0	4,0	1,0	4,0	2,0	NA	4,0	4,0	6,0	7,0	1,0	1,0	NA	5,0	NA	1,0	6,0	8,0	4,0	1,0	1,0	3,0	NA	3,0	5,0	8,0	3,0	6,0	3,0	4,0	6,0	8,0
Contig1773	75	DeletedStuff	GT:AD:DP:GQ:PL	2,0	2,0	3,0	4,0	2,0	1,0	2,0	2,0	2,0	2,0	NA	3,0	3,0	3,0	3,0	2,0	1,0	3,0	2,0	3,0	2,0	2,0	4,0	6,0	NA	2,0	5,0	3,0	4,0	3,0	3,0	2,0	1,0	5,0	1,0	2,0	5,0	1,0	1,0	3,0	2,0	1,0	3,0	3,0	1,0	1,0	NA	3,0	2,0	NA	NA	1,0	2,0	3,0	NA	NA	3,0	1,0	2,0	NA	NA	NA	4,0	1,0	2,0	3,0	2,0	3,0	4,0	NA	2,0	2,0	2,0	1,0	5,0	1,0	2,0	3,0	1,0	NA	4,0	NA	1,0	3,0	NA	4,0
Contig1824	9	DeletedStuff	GT:AD:DP:GQ:PL	0,2	0,2	0,2	0,2	0,1	NA	0,3	0,4	0,2	0,4	0,2	0,2	0,5	0,6	0,3	0,1	0,3	0,2	0,1	0,3	0,1	0,3	0,4	0,5	0,2	0,4	0,7	0,2	0,1	0,6	0,1	0,3	0,5	0,4	0,7	0,1	0,2	0,5	0,6	0,3	0,9	0,3	0,2	0,1	0,2	0,4	0,2	0,4	0,2	0,9	0,2	0,2	0,3	0,4	0,1	0,1	NA	0,3	0,1	0,2	0,2	0,2	0,5	0,1	0,1	NA	0,3	0,4	0,2	0,2	0,2	0,1	0,3	0,3	NA	0,1	0,1	0,1	0,2	0,4	0,2	0,3	NA	0,6	NA	0,2
Contig1824	18	DeletedStuff	GT:AD:DP:GQ:PL	2,0	2,0	2,0	2,0	1,0	NA	2,1	2,2	2,0	4,0	2,0	2,0	5,0	6,0	3,0	0,1	3,0	2,0	0,1	3,0	1,0	3,0	4,0	5,0	2,0	4,0	3,4	2,0	1,0	6,0	1,0	3,0	0,5	4,0	7,0	1,0	2,0	5,0	6,0	3,0	9,0	3,0	2,0	1,0	2,0	4,0	2,0	4,0	2,0	9,0	2,0	2,0	1,2	4,0	0,1	1,0	NA	3,0	0,1	2,0	2,0	2,0	5,0	1,0	0,1	NA	3,0	4,0	1,1	2,0	2,0	1,0	3,0	1,2	NA	1,0	1,0	1,0	2,0	4,0	2,0	3,0	NA	3,3	NA	2,0
Contig1824	35	DeletedStuff	GT:AD:DP:GQ:PL	2,0	2,0	2,0	2,0	1,0	NA	3,0	4,0	2,0	4,0	2,0	2,0	5,0	6,0	3,0	1,0	3,0	2,0	1,0	3,0	1,0	3,0	4,0	5,0	2,0	4,0	7,0	2,0	1,0	6,0	1,0	3,0	5,0	4,0	7,0	1,0	2,0	5,0	6,0	3,0	9,0	3,0	2,0	1,0	2,0	4,0	2,0	4,0	2,0	9,0	2,0	2,0	3,0	4,0	1,0	1,0	NA	3,0	1,0	2,0	2,0	2,0	5,0	1,0	1,0	NA	3,0	4,0	2,0	2,0	2,0	1,0	3,0	3,0	NA	1,0	1,0	1,0	2,0	4,0	2,0	3,0	NA	6,0	NA	2,0
Contig1824	73	DeletedStuff	GT:AD:DP:GQ:PL	2,0	2,0	2,0	2,0	1,0	NA	3,0	4,0	2,0	4,0	2,0	2,0	5,0	6,0	3,0	1,0	3,0	2,0	1,0	3,0	1,0	3,0	4,0	5,0	2,0	4,0	7,0	2,0	1,0	6,0	1,0	3,0	5,0	4,0	7,0	1,0	2,0	5,0	6,0	3,0	9,0	3,0	2,0	1,0	2,0	4,0	2,0	4,0	2,0	9,0	2,0	2,0	3,0	4,0	1,0	1,0	NA	3,0	1,0	2,0	2,0	2,0	5,0	1,0	1,0	NA	3,0	4,0	2,0	2,0	2,0	1,0	3,0	3,0	NA	1,0	1,0	1,0	2,0	4,0	2,0	3,0	NA	6,0	NA	2,0
Contig1824	79	DeletedStuff	GT:AD:DP:GQ:PL	2,0	2,0	2,0	2,0	1,0	NA	1,2	4,0	2,0	4,0	2,0	2,0	5,0	6,0	3,0	1,0	3,0	0,2	1,0	3,0	1,0	3,0	0,4	5,0	2,0	4,0	7,0	2,0	1,0	6,0	1,0	3,0	5,0	3,0	7,0	1,0	2,0	5,0	6,0	3,0	9,0	3,0	2,0	1,0	2,0	4,0	2,0	4,0	0,2	4,5	2,0	2,0	3,0	4,0	1,0	1,0	NA	3,0	1,0	2,0	2,0	2,0	1,4	1,0	1,0	NA	0,3	4,0	2,0	2,0	2,0	1,0	3,0	3,0	NA	1,0	1,0	1,0	2,0	4,0	2,0	3,0	NA	6,0	NA	2,0
Contig1918	17	DeletedStuff	GT:AD:DP:GQ:PL	4,0	1,0	2,0	5,0	5,0	7,0	4,0	4,0	4,0	1,0	3,0	4,0	7,0	2,0	4,0	3,0	NA	NA	2,0	8,0	2,0	3,0	3,0	NA	2,0	NA	2,0	6,0	6,0	4,0	1,0	2,0	3,0	1,0	2,0	2,0	3,0	4,0	3,0	1,0	1,0	2,0	NA	2,0	6,0	2,0	1,0	2,0	NA	2,0	6,0	2,0	1,0	7,0	1,0	2,0	7,0	4,0	1,0	5,0	4,0	2,0	5,0	9,0	4,0	2,0	3,0	4,0	3,0	2,0	8,0	7,0	3,0	NA	NA	2,0	1,0	2,0	0,2	4,0	2,2	3,0	NA	3,0	NA	3,0
Contig1998	28	DeletedStuff	GT:AD:DP:GQ:PL	2,0	2,0	4,0	2,0	5,0	1,0	4,0	1,0	NA	6,0	4,0	3,0	NA	2,0	2,0	2,0	4,0	1,0	3,0	3,0	3,0	6,0	3,0	1,0	3,0	1,0	3,0	2,0	NA	4,0	2,0	3,0	4,0	2,0	3,0	5,0	5,0	7,0	5,0	4,0	6,0	4,0	8,0	3,0	3,0	1,0	3,0	2,0	NA	2,0	4,0	1,0	3,0	3,0	9,0	4,0	8,0	4,0	4,0	2,0	3,0	3,0	7,0	5,0	4,0	8,0	7,0	2,0	7,0	4,0	8,0	5,0	2,0	3,0	2,0	NA	4,0	3,0	NA	2,0	6,0	4,0	6,0	2,0	NA	2,0
Contig2020	25	DeletedStuff	GT:AD:DP:GQ:PL	NA	NA	2,0	2,0	7,0	1,0	2,0	1,0	2,0	2,0	NA	1,0	2,0	NA	7,0	3,0	1,0	5,0	1,0	4,0	3,0	1,0	4,0	3,0	4,0	1,0	3,0	1,0	2,0	6,0	3,0	NA	2,0	3,0	1,0	4,0	3,0	1,0	5,0	NA	4,0	5,0	4,0	NA	2,0	4,0	6,0	4,0	4,0	NA	2,0	3,0	NA	2,0	2,0	1,0	2,0	2,0	4,0	NA	1,0	1,0	3,0	4,0	3,0	NA	1,0	2,0	2,0	1,0	NA	2,0	2,0	1,0	NA	1,0	NA	3,0	2,0	4,0	2,0	1,0	1,0	1,0	2,0	5,0
Contig2070	80	DeletedStuff	GT:AD:DP:GQ:PL	3,0	2,0	4,0	6,0	2,0	1,0	3,0	NA	3,0	1,0	1,0	NA	1,0	4,0	3,0	3,0	3,0	4,0	3,0	3,0	1,0	2,0	3,0	2,0	NA	1,0	2,0	2,0	2,0	2,0	3,0	1,0	2,0	4,0	3,0	1,0	6,0	5,0	3,0	NA	6,0	5,0	2,0	1,0	5,0	2,0	4,0	4,0	5,0	6,0	NA	5,0	1,0	5,0	5,0	1,0	NA	2,0	1,0	NA	1,0	1,0	3,0	3,0	1,0	3,0	4,0	NA	1,0	1,0	2,0	2,0	6,0	NA	1,0	1,0	4,0	1,0	4,0	4,0	1,0	NA	2,0	4,0	4,0	3,0
